@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute alpha0                                  numeric
@attribute alpha14                                 numeric
@attribute alpha28                                 numeric
@attribute alpha77                                 numeric
@attribute alpha112                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_120                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_220                               numeric
@attribute cdc15_230                               numeric
@attribute cdc28_50                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_100                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute cdc28_160                               numeric
@attribute elu0                                    numeric
@attribute elu120                                  numeric
@attribute elu330                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
0.49,-0.02,-0.02,0.21,-0.33,0.1,-0.0166284,-0.194783,-0.200866,-0.0344574,-0.053125,0.0028629,0.175415,-0.25,0.11,0.13,-0.05,0.01,-0.07,-0.07,0.0720703,0.103594,0.39,-0.05,0.42,0.01,16.01
0.11,-0.07,-0.09,0.01,0,-0.02,-0.06,0.43,0.45,-0.6,0.05,0.3,-0.85,-0.06,0.11,0.42,0.21,0.06,0.08,-0.000535714,0.41,-0.25,-0.18,-0.03,0.12,0.15,01.05
1.1,0.33,-0.27,0.6,-0.14,0.03,0.72,-0.75,0.75,0.64,0.16,-0.75,-2.01,0.25,-0.36,-0.35,0.22,0.46,0.46,-0.000535714,-0.08,-0.4,-1.27,0.09,0.39,0.1,01.05
0.11,-0.03,0.06,0.01,-0.08,-0.03,0.142727,-0.264727,-0.19,-0.00321429,-0.133469,-0.119259,0.0238889,-0.3,0.07,-0.16,-0.09,0.01,0.0378049,0.3,0.36,0.1,0.68,-0.23,-0.1,-0.08,16.03.03
0.52,-0.58,-0.14,0.25,0.32,-0.22,-0.46,0.22,-0.01,-0.63,0.43,0.29,0.45,-0.22,-0.13,-0.06,-0.06,-0.08,-0.33,-0.06,0.82,-0.22,-0.03,0.41,0.04,0.19,16.01
0.29,-0.22,0.34,0.24,0.01,0.08,0.27,0.12,-0.01,-0.08,0.34,-0.19,-0.53,-0.52,0.24,-0.46,0.21,0.1,-0.01,0.03,-0.09,0.07,-0.19,0.15,0,-0.08,01.02
0.79,0.19,0.11,0.27,0.01,0.01,0.53,-0.22,-0.02,-0.16,-0.32,-0.32,-0.67,-0.09,-0.46,0.41,0.19,-0.42,-0.17,-0.29,-0.05,-0.14,-1.02,-0.07,0.37,0.61,14.04
-0.42,0.42,0.11,0.03,-0.04,-0.31,0.48,-0.33,-0.48,0.28,-0.21,-0.2,-0.59,-0.29,-0.15,0.44,-0.03,-0.17,0.12,-0.010463,0.08,-0.31,-0.38,0.21,0.18,-0.1,43.01.03.05
-0.22,0.51,0.13,-0.12,-0.03,-0.08,0.39,-0.2,-0.62,0.09,-0.35,-0.21,-0.46,-0.33,0.26,-0.11,-0.2,-0.13,-0.18,0.102857,0.64,0.01,-0.08,0.08,0.24,0.26,42.16
-0.38,-0.04,-0.3,-0.18,-0.1,0.23,0.13,-0.31,-0.33,0.18,0.1,-0.12,0.38,0.04,0.06,0.16,0.06,0.06,0.00829787,0.07,-0.05,0.24,0.14,-0.17,-0.05,0.02,11.02.03.04
0.36,0.11,0.01,0.31,-0.52,0.26,-0.82,0.33,0.2,0.27,0.58,-0.05,-1.11,-0.63,-0.34,1.72,0.63,-0.33,0.19,-0.04,0.43,0.26,-0.67,-0.04,0.4,0.26,01.05
0.28,-0.02,-0.22,-0.04,-0.08,-0.13,0.16,-0.03,-0.01,-0.0825,0.31,0.23,0.16,0.03,-0.29,-0.49,-0.15,-0.15,-0.08,0.00718062,-0.2,-0.24,0.09,0.02,0.02,0.01,01.04
-0.27,0.17,0.56,0.32,-0.42,0.02,-0.5,0.09,-0.12,-0.09,0.52,0.69,0.05,0.02,0.36,-0.56,-0.2,0,-0.51,-0.0157576,-0.3,-0.36,0.01,0.33,0.18,0.09,42.01
-0.25,0.23,0.17,0.17,-0.24,0.22,-0.27,-0.27,0.19,-0.19,-0.0210703,0.53,-0.19,-0.07,-0.06,0.14,-0.09,-0.11,0.14,0.0113043,0.01,0.31,0.23,-0.11,0.48,0.13,11.02.03.04
0.06,-0.33,0.61,0.27,-0.37,0.08,-1,0.22,-0.24,-0.02,0.15,0.74,-0.18,-0.5,0.44,0.39,0.46,0.48,0.55,0.0583333,-0.06,0.3,-0.22,-0.05,0.16,0.55,01.07.01
0.11,-0.67,0.01,0.22,0.15,0.04,-0.15,-0.104118,0.62,0.02375,0.066,-0.01,-0.0675,0.24,-0.42,-0.14,0.2,-0.26,0.1,-0.3,0.05,-0.52,-0.08,0.03,0.38,-0.19,12.07
0.24,-0.3,0.46,0.13,0.42,-0.2,0.65,-0.33,0.03,-0.51,0.16,0.07,0.4,0,-0.46,0.24,0.44,-0.09,-0.139714,-0.35,-0.15,-0.08,-0.55,0.33,-0.13,-0.17,10.01.05.01
0.76,0.23,0.11,-0.01,0.12,0.23,-0.01,0.02,0.19,-0.41,-0.01,0.15,0.02,0.45,0.41,-0.03,-0.06,0.37,0.06,0.13,0.3,0.32,1.13,-0.13,0.52,0.05,16.01
0,0.03,0.24,0.41,-0.14,0.13,0.18,-0.18,-0.55,-0.15,-0.18,0.08,0.13,-0.09,0.42,-0.34,0.22,0.41,0.04,0.0963636,-0.12,0.26,0.23,-0.04,0.34,-0.01,14.10
-0.2,0.1,0.01,0.33,-0.17,0.17,0.38,-0.34,-0.41,0.39,-0.06,-0.3,-0.41,0.2,0.05,-0.23,-0.03,0.03,0.0572674,-0.1,0.1,-0.12,0.74,0.38,-0.13,-0.3,01.04
0.06,0.09,-0.28,0.32,-0.16,0.26,0.11,0.47,-0.22,-0.05,0.74,0.77,-0.2,0.06,-0.1,0.13,-0.09,-0.47,0.00409091,-0.19,0.01,-0.33,-0.65,0.48,-0.07,-0.13,16.03.01
0.93,0.1,0.5,-0.04,0.02,-0.55,-0.11,-0.44,-0.27,-0.28,0.32,0.48,-0.04,-0.1,0.04,-0.19,-0.26,-0.11,0.0399099,-0.02,-0.02,0.31,1.22,-0.41,0.23,0.39,01.05
-0.03,0.15,-0.05,0.19,-0.32,0.28,-0.48,0.66,0.44,-0.2,0.59,0.78,-0.6,0.07,0.09,-0.19,-0.26,-0.08,0.2,0.0564,0.68,0.22,0.12,0.1,0.15,-0.08,11.04.03.01
0.182727,0.25,0.15,0.28,0.11,0.01,-0.27,0.33,0.07,-0.21,-0.13,0.24,-0.23,-0.45,0.04,-0.07,0.12,-0.13,-0.23,0.0333333,0.11,0.08,0.04,0.24,0.24,0.34,01.01
0.42,-0.01,0.25,0.4,-0.41,-0.21,0.23,-0.07,-0.48,-0.08,0.07,-0.23,0.35,-0.13,-0.47,0.48,0.19,0.0202516,-0.02,-0.05,0.17,-0.16,1.34,-0.17,0.05,-0.22,14.04
-0.03,0.11,-0.83,-0.16,0.22,0.24,-0.2,-0.55,-0.33,-0.3,-0.06,0.3,0.65,0.09,0,0.01,-0.21,-0.14,0.00409091,-0.06,-0.32,-0.28,-1,1.1,-0.64,-0.2,16.03.01
0.33,-0.23,0.1,0.2,-0.16,0.27,0.41,0.27,-0.5,0.18,0.12,-0.16,-0.96,-0.3,0.12,0.54,0.41,0.21,0.42,0.0111165,-0.27,0.64,0.41,0.13,0,-0.15,16.01
-0.0158364,0.11,-0.02,0.2,-0.07,-0.42,0.05,-0.194783,-0.200866,-0.11,-0.053125,0.0028629,0.175415,-0.1,0.14,0.35,0.07,-0.26,-0.11,0.0111165,0.24,0.14,-0.12,-0.2,0.18,-0.09,16.01
-0.51,-0.14,0.33,0.36,0.03,-0.28,-0.18,-0.45,-0.63,0.19,-0.01,-0.33,0.36,0.1,-0.31,-0.66,0.09,0.43,0.19,0.19,0.0873077,-0.0111538,0.65,0.23,0,-0.15,11.02.03.01
-0.0158364,-0.8,-0.13,0.19,0.24,-0.32,-0.22,0.04,0.38,-0.39,0.32,1.03,0.11,0,-0.27,-0.16,-0.19,-0.04,-0.22,0.0111165,-0.04,-0.23,-0.56,0.17,0.17,0.41,16.01
-0.046,0.21,-0.27,-0.02,0.08,-0.02,-0.1,-0.03,-0.4,-0.19,0.23,0.75,-0.01,-0.086875,0.045625,0.219375,0.195,0.115333,0.0618182,0.201818,0.101538,0.0584615,1.04,0.19,-0.17,-0.15,14.13.01
0.06,0.23,0.19,0.11,-0.22,0.11,-3.4,0.77,-0.23,-0.96,0.61,1.34,0.26,0.92,-2.33,-3.33,0.26,0.13,0.67,0.37,0.37,-1,0.31,0.34,-0.5,-0.15,43.01.03.05
0.37,0.02,-0.04,0.39,-0.44,-0.42,-0.54,0.25,0.05,-0.11,0.22,0.21,0.17,-0.18,0.01,0.07,-0.02,-0.1,0.23,0.045,0.46,0.12,-0.14,0.18,-0.07,0.28,43.01.03.09
-0.34,0.94,-0.26,-0.07,-0.07,-0.07,0.82,-0.15,-0.39,0.17,-0.73,-0.73,-0.59,0.39,-0.38,0.19,-0.2,-0.62,0.0365672,-0.21,0.1,-0.29,1.1,0.12,-0.02,-0.31,42.01
0.74,-0.22,-0.22,0.19,-0.08,0.41,-0.03,0.37,-0.0980737,-1.03,-0.0210703,-0.00814159,0.04,0.26,-0.12,0.01,-0.24,0.27,-0.11,0.0113043,-0.15,-0.39,-0.22,0.58,-0.22,-0.08,11.02.03.04
-0.01,0.09,-0.3,0.02,-0.13,-0.08,0.38,-0.09,-0.48,0.52,-0.07,-0.86,-1.24,0.34,-0.03,-0.47,-0.31,-0.09,0.1,-0.00318841,-0.12,-0.12,0.11,0.25,-0.57,-0.08,10.03.01
2.84,-1.99,-0.32,0.92,0.04,0.3,0.96,-2.5,0.32,1.33,0.88,-0.77,-1.14,0.66,-1.09,-0.44,0.21,0.43,0.00829787,0.27,0.36,-0.57,-0.97,0.14,0.36,-0.36,11.02.03.04
0.14,0.3,-0.13,0.02,-0.05,-0.25,-1.64,0.15,0.36,-0.08,0.61,0.58,1.19,0.18,-0.08,0.16,0.03,0.09,0.0365672,0.31,-0.05,0.64,0.07,0.29,-0.05,-0.22,42.01
-0.29,0.08,-0.01,0.01,-0.16,0.15,0.07,-0.26,-0.19,0.01,-0.28,-0.48,-0.46,-0.25,-0.17,-1.64,0.76,-0.12,0.37,0.28,0.02,0.65,-0.92,0.67,-0.18,-0.21,12.01.01
-0.14,0.4,-0.33,-0.15,0.2,-0.19,0.06,-0.83,-0.54,-0.04,-0.71,-0.06,0.4,0,-0.37,-0.03,-0.13,-0.36,-0.28,-0.15,0.72,-0.19,0.13,0.12,0.13,0.25,01.04
-0.64,0.18,0.21,0.13,-0.28,0.33,-0.21,0.3,0.26,-0.08,0.32,-0.04,-0.78,-0.44,-0.13,0.214172,-2.31,0.02,0.45,0.33,0.32,0.57,-0.75,0.57,-0.07,-0.43,12.01.01
0.26,-0.14,-0.2,-0.08,-0.1,0.25,-0.18,-0.27,-0.23,0.04,0.21,0.25,0.55,0.27,0.38,-0.04,-0.03,0.51,0.07,0.15,0.0457455,0.0343796,0.88,-0.05,-0.17,-0.14,01.04
0.61,-0.41,0.21,-0.0866667,-0.14,-0.12,-0.37,-0.47,0.02,-0.2,0.21,0.26,-0.37,-0.15,0.28,0.25,0.33,0.07,-0.14,0.07,-0.04,-0.14,-0.5,-0.06,0.09,0.07,20.01
-0.27,-0.06,0.29,0.28,-0.42,-0.12,0.17,0.07,-0.15,-0.5,0.43,0.48,-0.15,0.03,0.13,0.32,0.16,-0.02,0.11,-0.000535714,-0.61,0.15,-1.6,-0.95,0.87,0.45,01.05
0.19,0.03,0.04,0.06,0.04,-0.14,0.29,0.0510526,-0.102368,-0.178919,0.0525,0.200789,0.147105,0.08,0.25,-0.87,0.37,0.52,0.04,0.0759091,0.17,0.24,-0.33,-0.12,0.25,0.23,16.19.03
-0.23,-0.12,-0.23,-0.4,0.3,-0.08,0.11,0.03,-0.04,-0.39,0.19,0.11,0.52,0.17,-0.1,-0.36,-0.09,0.05,0.00829787,0.21,0.31,0.29,0.58,-0.19,-0.1,0.25,11.02.03.04
0.49,-0.12,-0.25,0.35,-0.05,0.34,0.43,-0.87,-0.2,0.49,0.16,-0.13,0.32,0.38,-0.06,-0.09,-0.27,0.13,-0.08,0.0113043,-0.06,0,-0.27,0.06,0.38,-0.12,11.02.03.04
0.21,-0.13,-0.06,0.06,-0.08,0.13,0.49,-1.16,-0.56,0.61,0.17,-0.54,0.16,0.1,0.05,-0.2,-0.32,0.22,0.36,0.0963636,0.49,0.37,-0.29,0.41,-0.01,-0.08,14.10
0.36,0.1,-0.37,0.14,-0.33,0.14,-0.2,-0.17,-0.1,0.03,0.09,0.29,-0.05,-0.32,0.22,0.63,0.23,0.53,0.00409091,0.62,0.49,0.57,-0.42,0.33,0.12,-0.12,16.03.01
0,0.07,0.21,0.07,-0.11,0.24,0.13,-0.56,-0.81,0.41,-0.12,-0.99,-0.01,0.29,0.39,0.03,0.13,0.22,-0.14,0.07,0.0122946,0.0206516,0.25,0.52,0,-0.17,11.02.03.04
-0.4,0.17,-0.13,-0.08,-0.16,0.18,-0.36,0.73,0.13,-0.12,0.46,0.38,-0.91,-0.17,-0.09,0.93,0.38,0.0110256,0.28,0.16,0.05,0.4,-1.95,0.67,0.2,-0.17,01.05.02.07
-0.79,0.15,-0.72,-0.2,0.05,0.22,0.26,-0.26,-0.36,0,-0.03,0.17,0.45,-0.56,-0.17,0.83,0.33,-0.11,0.26,0.17,0.55,0.05,-0.88,-0.03,-0.2,-0.05,12.04.01
0.79,-0.02,0.1,0.3,0.07,-0.07,-0.28,0.58,0.29,0.15,0.29,-0.42,-0.95,0.1,-0.53,0.78,0.27,0.08,-0.0542857,0.1,0.18,-0.18,-0.65,-0.42,0.53,0.2,14.13.01.01
0.44,-0.02,-0.07,-0.06,0.27,0.11,-0.28,0.13,0.43,-0.2,0.49,0.8,-0.47,-0.75,-0.32,0.29,-0.18,-0.27,0.01,-0.16,-0.32,0.14,-0.11,0.48,0.08,0.25,42.04
-0.17,-0.31,-0.00638554,0.41,0.36,0,-0.0236943,-0.0716352,-0.104277,-0.0485161,0.000743243,0.0569032,0.0779747,-0.4,-0.11,0.74,0.01,0,-0.32,0.0774797,-0.44,0.33,0.4,-0.22,0.29,0.04,14.04
1.48,-0.09,-0.1,-0.05,0.17,-0.01,0.09,0.03,-0.05,-0.09,0.18,0.16,0.31,-0.68,0.25,0.04,0.23,0.48,-0.18,0.11,-0.062963,0.0444444,0.22,-0.31,0.68,0.12,10.01.09.05
-0.47,-1.22,-1.26,0.28,-0.05,0.05,0.6,-0.26,0.19,-0.0747101,0.19,0.19,-0.09,-0.46,-0.35,0.68,-0.12,-0.41,0.0399099,0.15,-0.17,0.27,-0.33,-0.32,0.29,0.22,01.05
0.11,-0.42,-0.14,-0.14,0.12,-0.3,0.06,0.12,0.41,-0.45,0.2,0.05,-0.16,0.22,0.22,-0.38,0.06,0.28,-0.72,-0.23,-0.27,-0.81,-0.39,0.38,-0.25,-0.07,11.02.03.04
0.53,-0.35,0.34,0.21,-0.0541558,0.04,0.28,-0.26,-0.17,-0.09,0.07,0.27,0.4,-0.26,-0.24,0.04,0.31,0.2,0.06,-0.000535714,0.09,0.17,1.53,-0.16,0.22,0.17,01.05
-0.18,-0.12,0.01,-0.15,0.16,0.39,0.32,-0.46,0.53,0.11,0.18,-0.28,-0.34,-0.38,0.26,-0.94,0.15,0.81,0.15,0.15,0.09,-0.34,0.5,0.04,-0.15,-0.11,11.02.03.04
-0.38,-0.01,0.31,0.02,0.21,-0.34,-0.37,0.16,0.35,-0.363077,0.46,0.33,0.65,-0.28,0.03,-0.03,-0.12,0.39,-0.67,-0.39,-0.54,-0.76,0.32,-0.37,0.45,0.88,32.01.01
-0.54,0,0.36,0,0.18,-0.18,-0.354615,-0.12,-0.36,0.0272727,-0.21,0.28,0.29,-0.48,0.02,0.33,0.4,0.51,0.209,-0.16,-0.32,0.04,0.99,-0.58,0.34,0.7,02.13.03
-0.74,0.01,-0.4,-0.05,-0.1,-0.1,-0.0495,0.0363158,0.0555,-0.0494737,0.105556,0.0257895,-0.4585,-0.54,0.16,0.26,0.04,0.24,-0.0271429,0.31,0.36,-0.14,-0.67,0.33,0.15,-0.16,01.06.02.01
1.84,-0.21,-0.0818783,-0.17,-0.013812,-0.25,0.0991365,-0.150625,-0.0980737,-0.00328652,-0.0210703,-0.00814159,0.0642286,0.03,-0.09,0.07,-0.26,-0.35,-0.5,0.0113043,-0.46,-0.32,0.36,-0.79,0.39,-0.1,11.02.03.04
-0.86,0.75,-0.57,-0.57,0.48,0.12,0.0991365,-0.27,-0.29,-1.16,-0.72,-0.45,1.73,-0.32,0.07,1.52,1.07,0.07,0.00829787,0.18,0.72,1.08,-0.72,0.11,0.62,0.14,11.02.03.04
-0.84,0.07,-0.36,-0.03,-0.88,-0.16,-0.24,0.0833333,-0.08,0.0266667,-0.125,-0.33,0.385,-0.56,-0.31,0.53,0.51,-0.26,0.2,0.32,-0.02,0.27,-0.79,0.4,0.06,-0.19,12.04
-0.36,0.16,0.78,0.43,0,-0.21,-0.87,-0.2,0.33,-0.05,-0.14,0.12,0.68,-0.67,-0.14,0.22,0.6,0.23,0.26,0.0355556,0.45,0.24,0.32,-0.27,0.56,0.48,01.05.02.07
0.1,-0.46,-0.16,0.11,0.3,0.1,-0.02,0.22,0.45,-0.24,0.79,0.82,-0.7,-0.08,-0.06,0.07,0.01,0.15,0.0905556,0.06,0.14,0.09,-1.3,-0.36,0.73,0.54,01.06
-0.62,0.08,0.14,-0.03,0.14,0.11,0.68,-0.58,-0.46,0.36,-0.19,-0.61,0.06,-0.12,0.18,0.04,-0.11,0.23,0.18,0.0111165,0,0.16,-0.08,0.16,0.25,-0.06,16.01
-0.79,0.13,-0.76,-0.05,0.33,0.16,0.76,-0.82,-0.74,0.42,-0.05,-0.56,0.3,0,0.15,0.27,-0.16,-0.19,0.136667,-0.3,-0.7,-0.12,-1.15,0.68,-0.31,-0.01,40.01
-0.09,-0.16,-0.19,0,-0.24,0.33,0,-0.31,-0.21,-0.12,0.97,0.35,0.35,0,-0.08,-0.08,-0.31,-0.01,0.22,0.0358824,0.52,0.07,-0.1,0.19,-0.12,0.06,20.09.07.03
-0.4,-0.02,-0.23,-0.46,0.03,0,-0.19,-0.04,-0.21,0.26,-0.39,-0.12,0.06,-0.05,0.2,0.01,0.24,0.12,-0.15,0.128182,-0.27,-0.01,-0.43,-0.09,-0.03,-0.02,20.09.07
-0.32,0.37,0.16,0.09,0.1,-0.2,0.23587,-0.156136,0.0829545,-0.215116,-0.0787805,0.0377273,0.0766667,0.15,0.26,0.32,-0.04,0.03,-0.44,0.12,-0.54,0.53,0.73,0.11,-0.17,-0.17,10.01.05.01
-0.34,0.22,0.03,-0.37,-0.05,-0.2,0.4,-0.17,0.02,0.23,-0.84,-0.46,0.58,-0.37,-0.04,-0.09,0.05,-0.08,-0.0189583,0.42,0.16,0.16,0.85,-0.07,-0.02,-0.23,14.04
-0.09,0.47,-0.1,-0.12,-0.08,-0.21,0.26,0.21,0.16,-0.04,0.29,0.34,-0.39,0.26,0.2,-0.06,0,0.07,-0.1,0.23,-0.26,0.42,-0.09,0.05,-0.26,0.38,34.01.01.01
-0.45,0.34,0.1,0.16,-0.17,0.07,-0.11,-0.42,-1.18,-0.01,-0.78,-0.8,0.77,-0.58,-0.39,0.54,0.32,-0.43,0.18,0.64,0.49,0.36,1.28,0.25,-0.32,-0.43,11.02.03.04
-0.38,-0.21,0.02,-0.58,0.0784559,0.32,-0.3,-0.13,0.37,-0.16,-0.05,0.27,0.35,-0.06,0.7,-0.68,-0.28,0.53,-0.45,0.18,0.18,0.06,0.2,-0.12,-0.05,0.23,43.01.03.05
-0.81,0.06,0.28,-0.56,-0.23,0.27,0.11,0,-0.28,0.08,-0.01,0.15,0.59,-0.07,0.15,0.01,-0.09,-0.09,-0.21,-0.0457143,-0.1,-0.13,0.53,0.23,-0.23,0.03,11.06.02
-0.29,0.09,-0.1,-0.15,-0.07,0.06,0.23,-0.26,-0.53,0.34,0.19,-0.44,0.06,0.36,-0.26,0.05,-0.06,0.28,-0.0189583,0.09,0.41,-0.36,0.03,0.07,0.23,0.04,14.04
-0.6,-0.7,0.19,-0.1,0.3,-0.05,-0.57,0.11,-0.08,-0.01,0.05,0.63,1.39,-0.13,0.26,0.87,0.45,0.03,0.0782353,0.38,0.62,0.5,-0.37,-0.46,0.9,0.59,20.09.13
-0.23,-0.32,-0.04,-0.08,0.21,-0.11,-0.0236943,-0.0716352,-0.104277,-0.0485161,0.000743243,0.0569032,0.0779747,0.05,0.27,0.05,0.08,0.25,-0.08,-0.49,-0.33,0.02,0.77,-0.25,-0.09,0.18,14.04
-0.06,-0.28,-0.14,0.000346667,0.1,-0.26,-0.12,-0.24,-0.14,0.18,-0.0210703,-0.00814159,0.77,0.23,-0.15,-0.23,-0.19,0.16,0.00829787,0.03,0.12,0.24,0.27,0,-0.47,0.48,11.02.03.04
0.92,-0.38,-0.03,0.3,0.4,-0.27,0.0534615,-0.17,0.111538,-0.111923,0.0156522,0.0752,-0.0996154,-0.09,-0.28,0.02,0.15,-0.08,0.0973684,-0.18,0.12,-0.31,-0.57,-0.31,0.32,0.09,20.09.07.03
0.86,-0.16,0.17,-0.02,0.17,-0.43,-0.12,-0.25,0.58,-0.48,-0.0934375,0.28,0.15,-0.71,-1.55,1.05,2.16,0.85,0.76,-0.2,-0.99,-0.52,0.03,-0.04,0.01,0.55,34.11.03.07
-0.32,0.21,-0.22,0.16,0.13,0,-0.05,-0.21,0.2,-0.21,0.35,0.35,-1.44,-0.24,-0.29,-1.82,-2.56,-0.19,0.74,0.78,0.91,0.69,-0.25,0.42,-0.05,-0.13,12.01.01
-0.03,0.26,0.34,-0.31,-0.35,-0.52,0.6,0.05,-0.54,0.31,0.3,0.27,-0.14,0.51,-0.35,-0.35,-0.93,0.0329508,-0.55,-0.6,-0.13,-0.6,-0.37,-0.17,-0.41,0.17,01.07.01
-0.09,0.37,-0.58,0.12,0,0.27,0.73,-0.49,-0.46,-0.04,0.17,-0.23,-0.23,0.16,-0.14,-0.13,-0.28,-0.28,0.33,-0.0172222,0.24,0.3,-0.3,0.87,-0.32,-0.25,11.04.01
-0.43,0.26,0.53,0.11,-0.13,-0.22,-0.67,0.59,-0.04,-0.15,-0.18,0.32,-0.31,0.21,0.06,0.4,0.22,-0.17,0.0386667,-0.03,0,0.54,-0.32,-0.36,0.24,0.34,01.05.02.07
0.07,0.19,0.19,0.15,-0.14,-0.03,0.38,0.21,0.06,-0.32,-0.26,-0.00814159,0.06,0.03,0.07,-0.21,0.09,0.02,-0.14,0.0113043,-0.06,-0.22,0.3,0.27,-0.24,-0.17,11.02.03.04
-0.2,0.33,0.03,0.32,-0.33,-0.08,0.09,0.11,0.14,-0.09,0.09,-0.02,-0.01,0.33,0.17,-0.73,-0.58,0.02,0.28,0.13,0.0912651,0.0873494,-0.46,-0.16,0.25,0.1,14.04
-0.01,0.05,0.03,0.22,-0.15,0.03,0.46,0.05,0.75,-0.78,0.01,-0.09,0.03,0.12,-0.02,-0.25,-0.45,-0.63,0.37,-0.135,0.24,0.15,-0.32,-0.14,0.17,0.1,42.10
0.2,-0.25,-0.18,0.0105072,0.0784559,-0.38,-0.29,0.87,0.56,-0.15,-0.0183871,1.02,1.13,0.23,0.06,-0.43,-0.37,-0.29,-0.55,-0.58,-0.64,-0.94,-0.19,-0.15,-0.38,0.23,43.01.03.05
0,-0.0318705,-0.0427536,0.0105072,0.0784559,0.0157554,-0.05,-0.08,0.52,-0.36,0.15,0.18,0.01,0.35,0.15,-0.4,-0.09,0.06,0.0317442,0.26,0.18,0.42,-0.104859,-0.00161972,0.116408,0.0709155,43.01.03.05
-0.3,0.24,0.03,0.07,-0.09,-0.26,-0.35,-0.05,-0.09,0.03,-0.9,-0.13,0.67,0.26,0.27,-0.48,-0.06,-0.4,0.00829787,-0.09,-0.12,0.3,-0.44,0.25,-0.04,-0.28,11.02.03.04
-0.1,-0.03,0.039963,0.11,-0.28,0.34,0.27,0.08,0.04,-0.1,-0.14,-0.1,-0.93,0.34,0.01,-0.35,-0.21,-0.03,0.23,0.0111165,0.19,-0.09,0.59,0.03,-0.12,-0.19,16.01
0,-0.01,0.25,-0.34,0.19,-0.3,-0.18,0.08,-0.01,-0.22,-0.16,0.15,1.17,0.49,0.31,-0.06,0.32,-0.1,0.52,-0.46,0.00666667,-0.00507576,0.11,-0.18,0.18,0.08,43.01.03.05
0.5,0,0.11,-0.14,0.11,-0.25,-0.18,0.0864045,0.1,-0.32,0.17,0.53,0.66,0.66,0.39,-1.57,0.02,-0.34,-0.83,-0.65,-0.74,-0.65,-0.22,0.31,-0.05,0.33,42.01
0.41,-0.26,-0.01,0.22,-0.12,0.1,-0.21,0.14,-0.29,-0.85,2.72,0.37,0.23,0.28,0.11,-0.07,-0.13,-0.4,0.03,-0.17,0.101538,0.0584615,0.63,-0.11,0.17,0.06,14.13.01
-0.36,-0.27,-0.39,-0.44,0.09,-0.19,-0.47,-0.07,-0.26,0.2,-0.07,-0.32,0.6,-0.09,-0.07,0.5,0.01,0.0202516,0.51,0.34,0.75,0.26,0.28,-0.37,0.17,0.09,14.04
0.138182,-0.01,-0.25,-0.23,0.06,0.23,0.44,-0.49,-0.07,0.33,-0.26,-0.28,-0.69,0.29,0.04,-0.01,-0.06,0.13,0.00829787,0.19,-0.26,0.04,-0.26,0.02,0.07,0.07,11.02.03.04
-0.1,-0.29,-0.37,-0.64,-0.08,0.17,-0.37,0.99,0.85,-0.48,0.31,0.66,0.12,-0.61,-0.44,0.96,-0.336082,-0.15,0.1,0.02,0.51,0.15,-1.16,0.4,-0.25,-0.23,12.01.01
0.08,0.06,0.25,0.12,-0.03,-0.05,-0.29,0.07,-0.2,0.05,0.14,0.51,-0.14,0.08,-0.07,-0.92,-0.74,-0.83,-0.43,-0.12,0.08,-0.5,0.27,-0.1,-0.63,0.04,01.05
0.82,-0.34,0.28,0.04,-0.23,0.15,-0.18,-0.38,-0.2,0.3,-0.03,-0.26,-0.37,-0.37,0.03,0.23,0.19,0.09,0.0572674,-0.64,-0.07,0.12,-0.64,-0.01,0.27,0.08,01.04
-0.49,-0.14,0.41,0.32,-0.08,-0.17,-0.32,0.18,0.33,-0.7,0.59,0.44,-0.16,-0.3,-0.09,0.38,-0.53,-0.03,0.19,0.51,0.63,-0.16,0.43,0.13,-0.03,0.08,20.09.07
0.9,0.08,-0.25,-0.04,0.09,0.03992,0.26,2.22,0.03,-0.36,-0.01,-0.12,0.52,-0.23,0.07,0.23,0.16,0.12,-0.41,0.0113043,-0.37,0.24,0.38,0.04,-0.43,-0.02,11.02.03.04
