@relation 'spo0.names'
@attribute t0_green                                numeric
@attribute t0_green_bkg                            numeric
@attribute t0_red                                  numeric
@attribute t0_red_bkg                              numeric
@attribute t0_flag                                 numeric
@attribute t0point5_green                          numeric
@attribute t0point5_green_bkg                      numeric
@attribute t0point5_red                            numeric
@attribute t0point5_red_bkg                        numeric
@attribute t0point5_flag                           numeric
@attribute t2_green                                numeric
@attribute t2_green_bkg                            numeric
@attribute t2_red                                  numeric
@attribute t2_red_bkg                              numeric
@attribute t2_flag                                 numeric
@attribute t5_green                                numeric
@attribute t5_green_bkg                            numeric
@attribute t5_red                                  numeric
@attribute t5_red_bkg                              numeric
@attribute t5_flag                                 numeric
@attribute t7_green                                numeric
@attribute t7_green_bkg                            numeric
@attribute t7_red                                  numeric
@attribute t7_red_bkg                              numeric
@attribute t7_flag                                 numeric
@attribute t9_green                                numeric
@attribute t9_green_bkg                            numeric
@attribute t9_red                                  numeric
@attribute t9_red_bkg                              numeric
@attribute t9_flag                                 numeric
@attribute t11point5_green                         numeric
@attribute t11point5_green_bkg                     numeric
@attribute t11point5_red                           numeric
@attribute t11point5_red_bkg                       numeric
@attribute t11point5_flag                          numeric
@attribute gal_ndt80_green                         numeric
@attribute gal_ndt80_green_bkg                     numeric
@attribute gal_ndt80_red                           numeric
@attribute gal_ndt80_red_bkg                       numeric
@attribute gal_ndt80_flag                          numeric
@attribute ndt80_delete_early_green                numeric
@attribute ndt80_delete_early_green_bkg            numeric
@attribute ndt80_delete_early_red                  numeric
@attribute ndt80_delete_early_red_bkg              numeric
@attribute ndt80_delete_early_flag                 numeric
@attribute ndt80_delete_mid_green                  numeric
@attribute ndt80_delete_mid_green_green_bkg        numeric
@attribute ndt80_delete_mid_green_red              numeric
@attribute ndt80_delete_mid_green_red_bkg          numeric
@attribute ndt80_delete_mid_green_flag             numeric
@attribute t0_correlation                          numeric
@attribute t0point5_correlation                    numeric
@attribute t2_correlation                          numeric
@attribute t5_correlation                          numeric
@attribute t7_correlation                          numeric
@attribute t9_correlation                          numeric
@attribute t11point5_correlation                   numeric
@attribute ndt80_delete_early_correlation          numeric
@attribute ndt80_delete_mid_correlation            numeric
@attribute t0_regression                           numeric
@attribute t0point5_regression                     numeric
@attribute t2_regression                           numeric
@attribute t5_regression                           numeric
@attribute t7_regression                           numeric
@attribute t9_regression                           numeric
@attribute t11point5_regression                    numeric
@attribute ndt80_delete_early_regression           numeric
@attribute ndt80_delete_mid_regression             numeric
@attribute t0_g.r_ratio                            numeric
@attribute t0point5_g.r_ratio                      numeric
@attribute t2_g.r_ratio                            numeric
@attribute t5_g.r_ratio                            numeric
@attribute t7_g.r_ratio                            numeric
@attribute t9_g.r_ratio                            numeric
@attribute t11point5_g.r_ratio                     numeric
@attribute ndt80_delete_early_g.r_ratio            numeric
@attribute ndt80_delete_mid_g.r_ratio              numeric
@attribute failed_pcr                              {0,1,2,3,4,5}
@attribute blast_homology_within_genome            {0,1}
@attribute overlaps_another_orf                    {0,1}
@attribute class {42.01,01.05,11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,14.07.02,10.01.05.01,20.09.13,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,01.01.09,20.01,20.09,11.04,18.02,02,01}

@data
6489,1772,4512,928,0,6986,1676,2568,718,0,3756,1332,5790,729,0,4429,2062,7378,1403,0,7274,1748,6191,1213,0,7819,2167,4646,1549,0,1701,990,991,634,0,9303,1133,12190,3092,0,6302,689,13437,506,0,15041,927,4111,412,0,0.93,0.957,0.967,0.922,0.886,0.916,0.863,0.934,0.949,1.236,2.731,0.454,0.365,0.92,1.75,1.6,0.407,3.702,1.31,2.87,0.47,0.39,1.11,1.82,1.99,0.89,0.43,1,1,0,02.13.03
9113,1190,6847,623,0,6385,1204,8393,513,0,6618,1165,6618,630,0,8794,1620,8733,864,0,15440,1546,9650,1004,0,6291,1342,2647,1002,0,11980,1179,3349,762,0,10292,1234,8872,3163,0,5998,593,12144,443,0,6614,983,8900,511,0,0.914,0.953,0.976,0.972,0.945,0.935,0.945,0.965,0.977,1.184,0.638,0.909,0.917,1.509,2.967,3.945,0.445,0.66,1.27,0.65,0.91,0.91,1.6,3,4.17,1.58,0.46,1,1,0,01.05.02.07
4695,1628,3351,872,0,7073,1301,2078,477,0,3622,1209,1963,630,0,3184,1624,2087,922,0,9268,2190,16316,2092,0,4804,1619,6459,1188,0,2757,1144,3251,778,0,9705,1429,9635,3840,0,1261,638,739,468,0,1985,904,1094,459,0,0.839,0.903,0.888,0.844,0.942,0.909,0.899,0.84,0.928,0.922,3.284,1.637,1.051,0.445,0.539,0.575,1.802,1.504,1.23,3.6,1.81,1.33,0.49,0.6,0.65,1.42,2.29,2,1,0,12.01.01
6425,1474,5657,707,0,4003,1334,4094,546,0,4176,1259,3828,641,0,3870,1775,2919,1074,0,6154,1594,7476,932,0,5026,1938,5327,1426,0,1652,992,1314,606,0,6170,1096,10177,3037,0,3820,740,5492,500,0,5134,860,7881,398,0,0.947,0.954,0.931,0.891,0.967,0.92,0.909,0.949,0.983,0.977,0.715,0.85,1.012,0.694,0.719,0.829,0.589,0.55,1,0.75,0.91,1.13,0.69,0.79,0.93,0.71,0.61,1,1,0,14.04
2533,1182,1971,592,0,3161,1232,3041,476,0,2379,1472,2072,982,0,2966,1516,1662,803,0,3196,1483,2167,982,0,2078,1286,1484,949,0,2260,1145,1470,782,0,3361,1255,5102,3120,0,1376,474,1149,366,0,2789,957,1210,433,0,0.862,0.9,0.924,0.902,0.945,0.866,0.942,0.958,0.935,0.843,0.647,0.698,1.489,1.479,1.329,1.593,1.113,2.465,0.97,0.75,0.83,1.68,1.44,1.48,1.62,1.06,1.15,1,1,0,01.04
2028,1324,1312,748,0,2223,1594,1755,800,0,2044,1543,1914,910,0,2445,1527,1828,860,0,2644,1650,1998,1074,0,6053,1449,7829,1145,1,2032,1290,1626,883,0,1946,1116,3739,3036,0,826,429,1194,327,0,2012,873,2415,409,0,0.869,0.69,0.854,0.948,0.839,0.934,0.901,0.936,0.959,1.069,0.381,0.383,0.814,0.918,0.709,0.88,0.402,0.543,1.24,0.65,0.49,0.94,1.07,0.68,0.99,1.18,0.45,2,1,0,10.03.01
2705,1914,1604,1065,0,2191,1580,1106,718,0,1814,1328,1484,742,0,2294,1712,1622,1085,1,2526,1824,1772,1144,0,2898,2067,2122,1524,0,1173,1020,716,586,0,4343,1128,4789,3026,0,1862,579,2630,431,0,2884,834,3234,388,0,0.787,0.76,0.91,0.68,0.874,0.746,0.403,0.947,0.963,1.272,1.213,0.554,0.696,0.919,1.105,0.507,0.542,0.701,1.46,1.57,0.65,1.08,1.11,1.38,1.17,1.82,0.58,1,1,0,32.07
2446,1110,1646,589,0,4078,1232,3743,496,0,2279,1200,1824,640,0,2663,1410,2308,792,0,3255,1418,3495,981,0,2110,1291,2022,1014,0,2355,1116,2278,761,0,4352,1193,4538,2977,0,2686,555,2731,411,0,3392,960,3052,447,0,0.937,0.9,0.938,0.934,0.928,0.87,0.913,0.959,0.96,1.183,0.791,0.878,0.771,0.677,0.705,0.739,0.86,0.918,1.26,0.87,0.91,0.82,0.73,0.81,0.81,2.02,0.91,1,1,0,42.01
7588,1698,5913,976,0,6767,1217,4075,448,0,4404,1164,1745,581,0,4548,1812,1775,852,0,12179,1812,4676,1098,0,5596,1754,3015,1132,0,3043,1084,2079,686,0,4206,1101,9107,3555,0,3507,774,1902,540,0,4298,883,2131,418,0,0.879,0.89,0.923,0.893,0.929,0.901,0.922,0.627,0.935,1.02,1.381,2.601,2.689,2.733,1.837,1.269,0.784,1.898,1.19,1.53,2.78,2.96,2.89,2.04,1.4,0.55,2,1,1,0,14.04
5948,1500,4528,905,0,5174,1185,1348,411,0,3106,1192,1338,575,0,3373,1563,1760,814,0,8352,1744,3374,931,0,3911,1702,2593,1155,0,2309,1131,1584,710,0,18452,1216,11230,3388,0,3887,624,900,458,0,5278,925,1840,442,0,0.862,0.864,0.926,0.918,0.955,0.893,0.91,0.924,0.926,1.052,3.673,2.384,1.774,2.575,1.417,1.213,7.078,2.821,1.22,4.25,2.5,1.91,2.7,1.53,1.34,2.19,7.38,1,1,1,16.03.01
2343,1100,1873,630,0,4686,1106,4671,527,0,3135,1267,2749,673,0,3385,1446,2689,770,0,5669,1374,4849,879,0,2688,1266,1937,931,0,4596,1310,3478,882,0,8968,1647,8865,3616,0,4106,598,3490,458,0,2989,995,4159,554,0,0.913,0.916,0.955,0.937,0.874,0.887,0.902,0.93,0.965,0.824,0.778,0.874,0.965,0.907,1.357,1.104,1.012,0.526,1,0.86,0.89,1.01,1.08,1.41,1.26,1.39,1.15,1,1,0,20.03
3247,1214,2633,636,0,4444,1152,3335,466,0,3422,1118,2089,603,0,4114,1336,2153,673,0,6614,1470,4135,927,0,3292,1335,2362,1061,0,5410,1159,3648,773,0,9856,1668,11339,3857,0,5467,626,2924,458,0,6509,971,2855,484,0,0.935,0.898,0.953,0.924,0.87,0.891,0.934,0.937,0.982,0.93,1.012,1.508,1.752,1.468,1.252,1.344,1.845,2.313,1.01,1.14,1.55,1.87,1.6,1.5,1.47,1.09,1.96,1,1,0,14.01
3531,1323,2294,628,0,5177,1106,2154,371,0,3271,1170,1552,579,0,3862,1575,2480,839,0,5126,1526,5375,881,0,3816,1738,3889,1283,0,2559,1000,2334,607,0,11295,1214,10523,3078,0,3457,573,2003,427,0,5037,872,2291,426,0,0.968,0.936,0.946,0.923,0.949,0.945,0.973,0.952,0.962,1.305,2.094,1.99,1.234,0.72,0.707,0.839,1.71,2.096,1.32,2.28,2.15,1.39,0.8,0.79,0.9,1.35,1.82,1,1,1,16.01
2233,1165,1666,666,0,3242,1086,2694,420,0,2128,1151,1361,579,0,2164,1320,1401,714,0,3886,1635,3536,1107,0,1727,1308,1411,1000,0,2784,1229,2959,946,0,3746,1520,4388,3426,0,2679,597,4071,416,0,1994,862,2427,457,0,0.902,0.929,0.927,0.913,0.867,0.732,0.943,0.93,0.73,0.929,0.897,1.155,1.084,0.803,0.651,0.741,0.516,0.297,1.06,0.94,1.24,1.22,0.92,1.01,0.77,2.31,0.56,1,1,0,43.01.03.05
3561,1470,2317,694,0,4298,1113,2658,429,0,2793,1384,2957,782,0,3593,2067,4356,1129,0,5492,1515,7210,1008,2,6457,2049,7473,1573,0,2260,1021,1908,632,0,9267,1159,6051,3161,0,3310,604,8582,446,0,3876,739,7050,391,0,0.959,0.955,0.967,0.941,0.976,0.919,0.972,0.96,0.981,1.196,1.336,0.602,0.44,0.619,0.834,0.904,0.329,0.452,1.28,1.42,0.64,0.47,0.64,0.74,0.97,2.8,0.33,1,1,0,10.01.09.05
3437,1452,2533,775,0,4326,1492,3296,714,0,3026,1360,2910,736,0,3625,1581,3728,843,0,4067,1568,5077,998,0,3204,1414,4020,1106,0,3587,1271,4871,889,0,3673,1212,5092,3074,0,1666,452,2304,331,0,3280,929,5301,448,0,0.909,0.939,0.953,0.921,0.882,0.908,0.955,0.9,0.961,1.144,1.044,0.727,0.657,0.526,0.56,0.571,0.554,0.465,1.12,1.09,0.76,0.7,0.61,0.61,0.58,1.21,0.61,1,1,0,20.09.07
1566,1102,856,552,0,1892,1049,1745,371,0,1396,1081,998,581,0,1775,1360,1094,712,0,1945,1309,1472,807,0,1448,1230,1160,940,0,1306,1031,1057,693,0,2050,1138,3879,3077,0,1070,571,1673,372,0,1206,887,802,413,0,0.744,0.882,0.761,0.763,0.841,-0.028,0.833,0.946,0.829,1.239,0.528,0.457,0.771,0.801,-0.024,0.602,0.357,0.633,1.52,0.61,0.75,1.08,0.95,0.99,0.75,1.13,0.38,1,1,1,16.01
1573,1136,939,568,0,3074,1103,2157,480,0,1629,1158,1037,618,0,1811,1306,815,612,0,4703,1506,4458,960,1,1582,1339,1196,896,0,1869,1197,967,739,0,3908,1548,4714,3397,0,2509,636,1435,444,0,3040,879,817,441,0,0.705,0.924,0.811,0.703,0.85,0.352,0.66,0.963,0.887,0.825,1.083,0.841,2.125,0.69,0.262,1.827,1.921,5.535,1.17,1.17,1.12,2.48,0.91,0.81,2.94,1.79,1.89,2,1,0,10.03.01
2860,1319,1923,812,0,3360,1232,1636,441,0,2729,1166,1174,604,0,2970,1469,1341,798,0,5085,1558,2471,998,0,1756,1257,1149,906,0,4039,1611,1812,893,0,4030,1683,6710,3519,0,3344,649,2415,440,0,2614,911,1967,486,0,0.911,0.883,0.874,0.866,0.921,0.249,0.864,0.952,0.93,1.145,1.622,2.568,2.538,2.164,0.481,2.294,1.26,1.066,1.38,1.78,2.74,2.76,2.39,2.05,2.64,0.73,1.36,1,1,0,11.02.03.04
3988,1369,2841,636,0,4630,1065,1690,390,1,2812,1120,1426,542,0,3310,1666,2022,916,0,4616,1486,3030,889,0,3928,1804,3021,1317,0,1494,992,960,586,0,6718,1204,6231,3140,0,4318,560,3375,426,1,5632,897,1992,434,0,0.945,0.921,0.92,0.948,0.934,0.903,0.913,0.921,0.973,1.173,3.058,1.871,1.513,1.37,1.128,1.121,0.827,3.099,1.18,2.74,1.91,1.48,1.46,1.24,1.34,1.78,1.27,1,1,0,14.04
2866,1172,1977,602,0,3029,1218,2384,439,0,2659,1146,1797,625,0,3421,1403,1845,706,0,3454,1398,1764,898,0,2460,1353,1537,1040,0,3139,1277,1856,858,0,6794,1371,7383,3260,0,3418,507,2705,406,0,5457,999,2960,446,0,0.905,0.91,0.952,0.953,0.943,0.855,0.916,0.973,0.961,1.147,0.877,1.176,1.666,2.474,2.266,1.601,1.212,1.712,1.23,0.93,1.29,1.77,2.37,2.22,1.86,1.31,1.26,1,1,0,40.01
2220,1549,1354,770,0,1888,1164,760,406,0,1626,1198,874,656,0,2224,1647,1214,829,1,2559,1387,1548,923,0,2764,1906,2117,1253,0,1206,995,703,578,0,1386,1120,3532,2953,0,1796,602,800,459,0,2296,796,640,367,0,0.76,0.895,0.575,0.674,0.891,0.697,0.63,0.877,0.964,0.781,2.066,1.17,0.78,1.204,0.632,0.986,3.65,6.754,1.14,2.04,1.96,1.49,1.87,0.99,1.68,0.45,3.5,1,1,0,01.05
5846,1475,4672,683,0,1971,1183,1994,407,0,4019,1160,5788,599,0,4532,1727,5522,973,0,6883,1442,9502,872,0,5056,1967,4269,1434,0,2626,1020,1856,610,0,12225,1186,12384,3021,0,1370,589,1953,490,0,1486,916,1887,466,0,0.907,0.951,0.908,0.875,0.947,0.966,0.941,0.952,0.978,1.053,0.435,0.498,0.522,0.602,1.094,1.253,0.469,0.345,1.09,0.49,0.55,0.61,0.63,1.08,1.28,1.17,0.53,1,1,0,01.04
3154,1632,2143,936,0,4587,1277,3084,558,0,2966,1175,2297,656,0,3295,1452,2095,794,0,6812,2480,4398,1756,0,2205,1382,1662,1148,0,4810,2315,3319,1508,0,2896,1280,4629,3463,0,2456,686,1727,506,0,1856,1005,1076,566,0,0.791,0.887,0.95,0.914,0.896,0.762,0.911,0.934,0.865,0.942,1.179,1.065,1.333,1.426,1.167,1.132,1.302,1.332,1.26,1.31,1.09,1.41,1.63,1.6,1.37,1.38,1.44,1,1,0,16.01
5201,1149,3967,618,0,9540,1096,4639,374,0,3756,1162,3123,628,0,5334,1374,3930,734,0,6497,1318,8008,974,0,3067,1204,3620,968,0,4078,1150,5483,918,0,1669,1219,3622,3134,0,4779,569,3214,420,0,4875,981,2498,449,0,0.944,0.926,0.943,0.943,0.947,0.908,0.94,0.959,0.962,1.175,1.904,0.976,1.137,0.698,0.618,0.629,1.458,1.944,1.2,1.97,1.03,1.23,0.73,0.7,0.64,0.92,1.5,1,1,0,14.13.01.01
12955,2688,11058,1892,0,6732,1236,11541,872,0,8771,1226,10527,731,0,9589,1810,6374,1181,0,27114,2923,17850,2076,0,21827,1780,6667,1168,0,14767,1793,3498,752,0,36274,1633,27185,5149,0,2751,584,3216,436,0,6393,885,4420,439,0,0.866,0.925,0.953,0.901,0.947,0.947,0.95,0.963,0.948,0.974,0.485,0.757,1.379,1.473,3.307,4.739,0.749,1.252,1.12,0.51,0.77,1.49,1.53,3.64,4.72,1.57,0.77,1,1,1,01.05.02.07
5862,1502,4656,738,0,4096,1288,2300,486,0,4569,1182,3532,638,0,4920,1948,3021,1149,0,8850,1536,4933,933,0,6143,2177,4737,1616,0,2128,1026,1558,600,0,13763,1234,16565,3097,0,4541,681,2369,484,0,6498,856,2864,439,0,0.944,0.97,0.956,0.902,0.938,0.979,0.949,0.968,0.958,1.088,1.531,1.129,1.49,1.726,1.324,1.097,1.953,2.264,1.11,1.54,1.17,1.58,1.82,1.27,1.15,0.93,2.04,2,1,0,10.03.01
1565,1188,887,573,0,1908,1156,706,363,0,1575,1256,937,646,0,1989,1568,1041,746,0,1869,1443,1109,913,0,1473,1248,1063,842,0,1400,1113,909,729,0,1929,1157,3429,3030,0,845,497,602,351,0,1474,964,672,437,0,0.511,0.8,0.591,0.634,0.426,-0.076,0.725,0.847,0.784,0.578,1.828,0.751,0.883,0.783,-0.079,0.973,1.044,1.858,1.2,2.19,1.09,1.42,2.17,1.01,1.59,1.93,1.38,2,1,0,14.07
2073,1382,1376,720,0,3483,1557,2684,820,0,1712,1178,1171,627,0,2122,1459,1228,775,0,3135,1730,2480,1324,0,1440,1187,1049,788,0,1993,1300,1548,939,0,4127,1584,5562,3338,0,2783,654,2324,465,0,1785,1077,1040,553,0,0.772,0.863,0.8,0.829,0.889,0.313,0.774,0.949,0.832,0.859,0.891,0.823,1.194,1.023,0.286,0.852,1.059,1.202,1.05,1.03,0.98,1.46,1.21,0.96,1.13,1.14,1.14,1,1,0,01.05
3869,1750,2889,1204,0,5330,1566,2783,777,0,3311,1550,1654,941,0,3592,1558,1452,810,0,6268,2214,2582,1392,0,2158,1467,1341,1061,0,3820,1941,2294,1381,0,1969,1142,3996,3065,0,7171,752,2196,512,0,6828,1829,1489,737,0,0.85,0.832,0.809,0.882,0.76,0.476,0.847,0.957,0.916,1.01,1.607,1.348,2.911,2.336,1.215,1.511,3.614,5.796,1.25,1.87,2.46,3.16,3.4,2.46,2.05,0.88,3.81,1,1,0,11.02.03.04
2583,1374,1974,826,0,5286,1756,6040,1595,0,2673,1161,2641,630,0,2969,1458,2619,893,0,6159,2458,5756,2071,0,2227,1415,1906,1163,0,4616,2386,3535,1929,0,3729,1379,5171,3320,0,4984,837,7022,1022,0,2882,1352,4750,1461,0,0.826,0.867,0.934,0.917,0.901,0.854,0.84,0.953,0.928,0.742,0.686,0.7,0.878,0.918,0.931,1.231,0.618,0.411,1.05,0.79,0.75,0.87,1,1.09,1.38,1.26,0.69,1,1,0,01.07.01
2897,1406,1925,781,0,2423,1178,3420,498,0,2087,1115,2991,625,0,1992,1338,1511,714,0,5164,1696,6847,1118,0,3742,1456,3764,964,0,2202,1042,1974,644,0,14165,1496,12970,4292,0,879,560,1040,392,0,1861,868,3068,472,0,0.795,0.85,0.895,0.739,0.946,0.929,0.936,0.872,0.622,0.912,0.349,0.355,0.646,0.556,0.716,0.772,0.414,0.269,1.3,0.42,0.41,0.82,0.6,0.81,0.87,1.45,0.49,1,1,0,14.01
2019,1416,1060,628,0,1742,1194,933,460,0,1557,1110,1127,560,0,2018,1691,8946,1143,0,2259,1531,27080,1141,0,2489,1770,16454,1400,0,1271,1014,5524,662,0,2049,1168,17439,3144,0,1001,605,1032,443,0,1039,836,1814,427,0,0.782,0.842,0.812,0.357,0.431,0.808,0.469,0.946,0.842,1.344,0.885,0.533,0.014,0.019,0.024,0.032,0.591,0.057,1.39,1.15,0.78,0.04,0.02,0.04,0.05,0.06,0.67,1,1,0,43.01.03.09
2491,1407,1769,806,0,4193,1557,2248,844,0,2054,1176,1177,632,0,2354,1409,1185,749,0,4662,2151,2394,1234,0,1591,1222,1133,858,0,3175,1851,1659,1065,0,4386,1628,5739,3654,0,2741,818,1808,633,0,1466,1034,936,555,0,0.82,0.865,0.877,0.865,0.904,0.35,0.883,0.949,0.834,0.901,1.604,1.443,1.781,2.059,0.419,1.947,1.551,0.872,1.12,1.87,1.61,2.16,2.16,1.34,2.22,1.32,1.63,1,1,0,01.07.01
7479,1618,5444,781,0,3396,1164,3113,483,0,5405,1246,4272,684,0,5825,1782,3071,923,0,10823,1599,5380,941,0,7498,2177,3987,1693,0,2573,996,1227,601,0,11633,1173,6394,2975,0,2141,620,1934,484,0,2867,834,2386,414,0,0.923,0.909,0.926,0.93,0.962,0.966,0.933,0.986,0.935,1.181,0.761,1.087,1.825,2.014,2.452,2.551,1.092,1.016,1.25,0.84,1.15,1.88,2.07,2.31,2.51,3.05,1.04,1,1,0,01.04
3740,1408,2575,701,0,2774,1166,1817,465,0,2865,1163,2347,612,0,3330,1617,2482,992,0,5264,1524,3771,861,0,4534,2105,3612,1522,0,1651,980,1202,564,0,1496,1061,3244,2764,0,3488,622,2829,460,0,4693,854,3934,396,0,0.928,0.876,0.897,0.893,0.955,0.955,0.938,0.981,0.973,1.189,1.051,0.916,0.969,1.246,1.19,0.977,1.21,1.049,1.24,1.18,0.98,1.14,1.28,1.16,1.05,0.9,1.2,1,1,0,16.03.01
3563,1356,2280,648,0,2799,1145,3340,447,0,2237,1229,2279,628,0,2418,1583,1891,870,0,4368,1701,5233,1007,0,3067,1540,3349,1128,0,1808,1064,1736,679,0,15410,1253,7559,3252,0,2940,610,1912,458,0,4391,916,2780,431,0,0.901,0.895,0.92,0.872,0.968,0.945,0.912,0.967,0.92,1.243,0.506,0.561,0.711,0.602,0.632,0.64,1.655,1.341,1.35,0.57,0.61,0.81,0.63,0.68,0.7,3.28,1.6,1,1,1,01.01.09
1909,1209,1151,510,0,2098,1157,1498,424,0,1830,1098,1208,560,0,2551,1685,1709,994,1,2605,1424,1500,763,0,2446,1739,1719,1188,0,1445,956,912,559,0,10675,1037,8226,3028,0,854,602,735,465,0,1263,831,890,406,0,0.934,0.942,0.94,0.892,0.921,0.805,0.847,0.928,0.987,1.048,0.776,1.026,1.154,1.553,1.545,1.253,1.114,0.83,1.09,0.87,1.12,1.21,1.6,1.33,1.38,1.85,0.93,1,1,0,01.04
4739,1564,3155,808,0,3024,1172,2588,408,0,2826,1096,1532,564,0,2877,1578,1747,836,0,7430,1851,3898,1024,0,5638,1478,3402,991,0,3561,1146,2147,730,0,11384,1020,6973,3167,0,2418,636,1412,433,0,3908,830,1773,415,0,0.891,0.921,0.959,0.885,0.94,0.953,0.946,0.902,0.868,1.138,0.88,1.762,1.18,1.687,1.581,1.534,1.331,1.647,1.35,0.84,1.78,1.42,1.94,1.72,1.7,2.72,1.82,1,1,0,12.07
4799,1290,3503,630,0,4076,1291,2813,518,0,4499,1341,2690,718,0,4406,1922,2486,1041,0,7684,1687,4617,1037,0,6474,2110,3997,1483,0,2033,1006,1219,618,0,7647,1038,5923,2965,0,2750,579,1941,436,0,3250,724,2973,384,0,0.929,0.968,0.951,0.898,0.939,0.931,0.897,0.895,0.982,1.127,1.185,1.52,1.6,1.558,1.763,1.458,1.439,0.977,1.22,1.21,1.6,1.71,1.67,1.73,1.7,2.23,1.44,1,1,0,16.01
5818,1580,4122,948,0,5129,1244,4052,445,0,3303,1168,2064,590,0,2950,1552,2253,867,0,6408,1865,8687,1306,0,5260,1550,7222,1030,0,2873,1138,3467,740,0,8076,1115,5964,3289,0,2258,644,2345,543,0,3487,910,3650,434,0,0.857,0.896,0.935,0.872,0.92,0.937,0.931,0.935,0.956,1.19,0.994,1.37,0.883,0.558,0.564,0.609,0.88,0.75,1.33,1.07,1.44,1,0.61,0.59,0.63,2.6,0.89,1,1,0,10
1960,1398,1101,730,0,2230,1510,1417,742,0,1714,1340,1033,786,0,2600,1532,3908,898,0,3529,1592,13600,1205,0,3424,1612,15767,1579,0,2363,1171,11861,1001,0,3525,1222,18285,3196,0,1336,467,927,328,0,2629,872,1977,429,0,0.736,0.829,0.769,0.917,0.903,0.941,0.924,0.974,0.949,1.076,0.882,1.094,0.274,0.134,0.113,0.097,1.45,1.108,1.51,1.06,1.51,0.35,0.15,0.12,0.1,0.15,1.45,1,1,0,16.01
4003,1390,3582,828,0,9930,2180,1811,624,0,3329,1275,1355,616,0,3904,1530,1134,721,0,8154,2478,1654,1078,0,2169,1334,1078,796,0,4048,1605,1117,669,0,13412,1776,9242,3697,0,4782,680,2558,434,0,3512,1087,600,449,0,0.872,0.808,0.918,0.857,0.775,0.514,0.783,0.666,0.493,0.799,5.437,2.589,4.892,7.886,1.15,4.54,0.517,7.356,0.94,6.52,2.77,5.74,9.85,2.96,5.45,2.09,1.93,1,1,0,11.02.03.04
5847,1928,5449,1168,0,2812,1198,1546,431,0,3698,1222,2793,667,0,2816,1675,1786,928,0,5195,1852,6990,1226,0,4287,1650,5592,1108,0,2231,1222,2061,801,0,8280,1160,9002,3240,0,1395,636,1374,494,0,2136,940,1598,442,0,0.936,0.942,0.962,0.863,0.946,0.942,0.863,0.912,0.941,0.858,1.37,1.12,1.199,0.553,0.544,0.657,0.722,0.93,0.91,1.44,1.16,1.32,0.57,0.58,0.8,1.23,0.86,1,1,0,11.02.03.01
4308,1314,2971,684,0,4962,1278,2909,444,0,4092,1187,3310,630,0,3564,1449,2469,848,0,12547,1868,9466,1335,0,9998,1456,5697,940,0,6427,1205,2886,728,0,23412,1542,13639,3491,0,2306,602,1701,440,0,4317,988,3541,550,0,0.89,0.926,0.941,0.903,0.959,0.947,0.929,0.95,0.974,1.117,1.428,0.994,1.143,1.242,1.715,2.351,1.241,1.035,1.3,1.49,1.08,1.3,1.31,1.79,2.41,2.15,1.35,1,1,0,16.01
4358,1178,4393,634,0,7092,1247,6015,513,0,2948,1138,2223,612,0,4447,1555,2957,799,0,5983,1498,4004,1018,0,3105,1442,2195,1174,0,3292,1232,2665,793,0,1003,888,3270,2880,0,4758,534,4150,408,0,4285,955,3380,423,0,0.94,0.962,0.976,0.94,0.963,0.926,0.949,0.967,0.948,0.857,1.028,1.12,1.225,1.523,1.546,1.068,1.101,1.092,0.84,1.06,1.12,1.34,1.5,1.62,1.1,0.29,1.12,1,1,0,01.07.01
11442,1736,8888,950,0,8167,1325,10899,644,0,8621,1182,10643,626,0,7358,1417,7106,746,0,22000,2008,23444,1235,0,20802,1660,15519,1175,0,13789,1228,10302,738,0,15151,1305,11790,3329,0,2236,596,2276,427,0,4823,944,6461,498,0,0.886,0.943,0.974,0.956,0.97,0.951,0.941,0.968,0.974,1.041,0.643,0.735,0.928,0.886,1.289,1.246,0.88,0.607,1.22,0.66,0.74,0.93,0.9,1.33,1.31,1.63,0.88,1,1,0,01.06.06.11
2048,1360,1340,637,0,3479,1144,1538,406,1,2334,1240,2728,686,0,2439,1695,2061,925,0,3178,1552,4465,913,0,2530,1887,2645,1382,0,1344,926,1502,581,0,7848,1096,5796,2966,0,1168,590,1410,482,0,1619,847,1376,424,0,0.913,0.759,0.954,0.849,0.953,0.896,0.935,0.962,0.968,0.842,2.666,0.483,0.444,0.426,0.322,0.339,0.571,0.791,0.97,2.06,0.53,0.65,0.45,0.5,0.45,2.38,0.62,1,1,0,01.05
